Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,predicted_price_pca
26,13,Rural,Regular,14,4.19,Morning,Economy,174,666.4286806,2.0,low_demand,low_supply,0.65,1.1818181818181819,613.526135295622
88,7,Rural,Gold,11,3.64,Night,Premium,130,573.2085394,12.57,high_demand,low_supply,1.0864197530864197,0.6363636363636364,494.7608477760658
57,26,Rural,Regular,92,3.8,Evening,Premium,67,283.7979252,2.19,low_demand,low_supply,1.425,2.3636363636363638,282.8822127708886
45,17,Rural,Silver,67,4.7,Afternoon,Economy,15,66.78323719,2.65,low_demand,low_supply,1.125,1.5454545454545454,54.25324165599113
82,26,Urban,Gold,35,4.71,Morning,Economy,114,289.2390325,3.15,high_demand,low_supply,1.0123456790123457,2.3636363636363638,407.7565013508013
54,39,Rural,Gold,88,4.59,Evening,Economy,42,147.4263866,1.38,low_demand,high_supply,1.35,1.0263157894736843,142.34685969369028
95,24,Suburban,Gold,79,3.5,Afternoon,Economy,130,552.2304431,3.96,high_demand,low_supply,1.1728395061728396,2.1818181818181817,463.40956590440624
63,31,Suburban,Silver,2,3.81,Evening,Premium,160,632.5601419,2.03,low_demand,low_supply,1.575,2.8181818181818183,612.4664338602321
43,18,Urban,Gold,58,4.22,Evening,Economy,156,494.7452575,2.39,low_demand,low_supply,1.075,1.6363636363636365,549.0578866108036
33,14,Suburban,Regular,87,4.81,Evening,Premium,17,118.9865334,2.36,low_demand,low_supply,0.825,1.2727272727272727,99.68807853101515
33,23,Urban,Gold,24,4.21,Morning,Premium,11,91.38952597,1.43,low_demand,low_supply,0.825,2.090909090909091,85.37877207282969
84,29,Urban,Regular,92,4.55,Morning,Premium,94,424.1559867,2.9,high_demand,low_supply,1.037037037037037,2.6363636363636362,381.3681209182982
44,6,Suburban,Gold,80,4.13,Night,Premium,40,157.3648303,7.33,low_demand,low_supply,1.1,0.5454545454545454,175.24998882155788
53,27,Suburban,Regular,78,3.63,Night,Premium,58,279.0950483,1.96,low_demand,low_supply,1.325,2.4545454545454546,252.74899366531724
78,63,Rural,Gold,14,4.21,Afternoon,Economy,147,655.0651055,1.24,low_demand,high_supply,1.95,1.6578947368421053,516.4519408515408
